idx,Manufacturer,Brand,surfaceLetter,pstatus,words,citation,imgurl
12,Kodak,Medalist,G,pmeasured,"This new Kodak projection paper brings you an entirely new combination of desirable features. It has just the right degree of warmth to enhance the best qualities of the majority of your pictures. It has just the right speed to make its handling in the darkroom easy and pleasurable...and the speed of all four contrast grades is essentially the same. The big news, though, is in the outstanding flexibility of this new paper. By varying the ratio of exposure and development, contrasts can be sharply changed in the finished print without any degradation of the quality or tone. Long exposure and short development result in a soft print. Short exposure and prolonged development increase contrast in the print. This factor—with the four grades of contrast in which Kodak Medalist Paper will be available—means that you will now be able to obtain easily a completely graduated range of contrasts to match the requirements of any negative. Kodak Medalist Paper tones beautifully. Use Kodak Brown Toner, Kodak Sepia Toner, Kodak Blue Toner, hypo-alum, or Kodak Toner T-7a. Kodak Medalist Paper is available in four degrees of contrast and three surfaces. Cream-White stock tint, Fine-Grained texture, Lustre sheen—Double Weight.","Popular Photography, November 1951, page 110",scans/image00110.jpg
12,Kodak,Medalist,G,pmeasured,"Choose an ordinary paper, and you’re stuck with a few rigid contrast grades. Maybe they match your negative—and maybe they don’t. But choose Kodak Medalist Paper, with its unique range of contrast control, and you have a continuous choice of grades, from below No. 1 to above No. 4. Simply by adjusting the ratio of exposure and development! Each of Medalist’s four numbered grades can be adjusted up or down—softer or more brilliant—to where the adjoining grades take over. Here, at last, is a modern paper that can be “tuned” to match any good negative—match it precisely—for top quality in every print. And you can choose freely between soft, normal, and brilliant prints from the same negative—for the exact mood and interpretation you desire. Medalist on direct development yields rich, clear warm blacks—just a hint warmer than the true neutral blacks of Kodabromide Paper. In Kodak Brown Toner, Medalist tones to a beautiful warm brown. In Kodak Selenium Toner, it yields rich, deep browns. In Kodak Blue Toner, it acquires gray-blue tones. Several popular surfaces and printing grades Nos. 1 through 4. And it’s a high-speed paper—with the same effective printing speed for all four contrast grades. Fine-grained texture, lustre sheen.","Popular Photography, April 1953, page 80",scans/image00080.jpg
12,Kodak,Medalist,G,pmeasured,"The secret of print quality is this: choose a first-class wide-range paper, such as Kodak Medalist Paper, and master it. Start with one popular surface—for example, cream-white, fine-grained-lustre Medalist G—in several contrast grades. Select one or more good negatives, and carefully make a number of test prints. Time the exposures accurately, and develop for the right time in the right developer at the right temperature. The quality is built into the paper—and good technique brings it out.","Popular Photography, October 1953, page 93",scans/image00093.jpg
12,Kodak,Medalist,G,pmeasured,"fine-grained texture, lustre sheen...This delicately pebbled, moderate-sheen paper is the most popular of all surfaces for exhibition prints and general enlarging. The fine-grained surface subdues negative grain with no serious loss of detail.","Popular Photography, October 1953, page 93",scans/image00093.jpg
12,Kodak,Medalist,G,pmeasured,"Infinite choice...with Kodak Medalist Paper. Choose an ordinary paper, and you’re stuck with a few rigid contrast grades. Maybe they match your negative—and maybe they don’t. But choose Kodak Medalist Paper, with its unique range of contrast control, and you have a continuous choice of grades, from below No. 1 to above No. 4. Simply by adjusting the ratio of exposure and development! Each of Medalist’s four numbered grades can be adjusted up or down—softer or more brilliant—to where the adjoining grades take over. Here, at last, is a modern paper that can be tuned to match any good negative—match it precisely—for top quality in every print. And you can choose freely between soft, normal, and brilliant prints from the same negative—for the exact mood and interpretation you desire. Medalist on direct development yields rich, clear warm blacks—just a hint warmer than the true neutral blacks of Kodabromide Paper. In Kodak Brown Toner, Medalist tones to a beautiful warm brown. In Kodak Selenium Toner, it yields rich, deep browns. In Kodak Blue Toner, it acquires gray-blue tones. Several popular surfaces. And it’s a high-speed paper—with the same effective printing speed for all four contrast grades. In brief, it is the most remarkable photographic paper in many years. If you are seeking a finer medium for your work—if you have not yet discovered what Kodak Medalist Paper can do for you. Fine-grained texture, lustre sheen.","Popular Photography, January 1954, page 62",scans/image00062.jpg
12,Kodak,Medalist,G,pmeasured,"cream white stock tint, fine-grained texture, luster sheen, slightly pebbled to add richness without loss of definition.","Popular Photography, March 1954, page 81",scans/image00081.jpg
12,Kodak,Medalist,G,pmeasured,"A flexible paper, ready at your will, to be now soft and delicate...now powerful, deep-toned...In Kodak Medalist Paper, you can enjoy a printing medium worthy of your finest camera work. It is a rich, full-scale paper, with powerful blacks, clear sparkling whites, a full range of crisp middle tones. It is a flexible-contrast paper, responsive to manipulation, responsive to toning, ample in speed, dependable in performance, available in a liberal choice of surface types to match the mood and feeling of each scene. And it is a paper the beginner can use without problems, and the expert can explore with growing pleasure over the years. Flexible contrast. Choose Medalist, with its built-in contrast control, and you have a continuous choice of paper grades, from below No. 1 to above No. 4. Simply by adjusting the ratio of exposure and development time ! Each of Medalist’s four numbered grades can be adjusted up or down—softer or more brilliant—to where the adjoining grades take over. With this control, you can precisely match the paper to any good negative—for top quality in every print. And you can choose freely between soft, normal, and brilliant prints from the same negative—for the exact mood and interpretation you desire. Surface-wise, Medalist gives you liberal choice. And as for image tone—by choice of developer and toners, you can range from warm blacks, warm browns and brown-blacks, to deep cool blacks and delicate, atmospheric blue-grays. The speed is right, for convenience in dodging and manipulation—and all four grades are closely related in printing speed. Delicate texture, cream-white stock tint, the all-around favorite, that helps subdue grain in big prints from small negatives","Popular Photography, April 1954, page 218",scans/image00218.jpg
13,Kodak,Medalist,J,pmeasured,sparkling high-lustre,"Photography Annual, 1954, page 231",scans/PhotographyAnnual_54_231.jpg
13,Kodak,Medalist,J,pmeasured,"smooth, white, sparkling high-lustre, superb for snow and water scenes","Photography Annual, 1955, page 233",scans/PhotographyAnnual_55_233.jpg
13,Kodak,Medalist,J,pmeasured,sparkling high-lustre,"Photography Annual, 1956, page 228",scans/PhotographyAnnual_56_228.jpg
13,Kodak,Medalist,J,pmeasured,"This new Kodak projection paper brings you an entirely new combination of desirable features. It has just the right degree of warmth to enhance the best qualities of the majority of your pictures. It has just the right speed to make its handling in the darkroom easy and pleasurable...and the speed of all four contrast grades is essentially the same. The big news, though, is in the outstanding flexibility of this new paper. By varying the ratio of exposure and development, contrasts can be sharply changed in the finished print without any degradation of the quality or tone. Long exposure and short development result in a soft print. Short exposure and prolonged development increase contrast in the print. This factor—with the four grades of contrast in which Kodak Medalist Paper will be available—means that you will now be able to obtain easily a completely graduated range of contrasts to match the requirements of any negative. Kodak Medalist Paper tones beautifully. Use Kodak Brown Toner, Kodak Sepia Toner, Kodak Blue Toner, hypo-alum, or Kodak Toner T-7a. Kodak Medalist Paper is available in four degrees of contrast and three surfaces. White stock tint, Smooth texture, High-Lustre sheen—Double Weight.","Popular Photography, November 1951, page 110",scans/image00110.jpg
13,Kodak,Medalist,J,pmeasured,"Kodak does not offer Medalist as a ‘‘universal’’ paper—but it does have a unique combination of fine qualities...rich warm blacks, excellenc printing speed, a full range of contrast grades all matched in speed, excellent choice of surfaces, excellent response to toning, and superior flexibilicy of contrast control by varying the ratio of exposure to development. This combination is no accident; it was evolved through long research because serious workers asked for just such a paper. Carl Mansfield’s famous 88-salon ‘‘Minnow Catching” is here reproduced from a print on high-lustre Kodak Medalist J. Note how it incorporates Dr. Ellis’ three elements: human interest, good lighting, and sparkling print quality. High-lustre sheen.","Popular Photography, January 1953, page 73",scans/image00073.jpg
13,Kodak,Medalist,J,pmeasured,"Choose an ordinary paper, and you’re stuck with a few rigid contrast grades. Maybe they match your negative—and maybe they don’t. But choose Kodak Medalist Paper, with its unique range of contrast control, and you have a continuous choice of grades, from below No. 1 to above No. 4. Simply by adjusting the ratio of exposure and development! Each of Medalist’s four numbered grades can be adjusted up or down—softer or more brilliant—to where the adjoining grades take over. Here, at last, is a modern paper that can be “tuned” to match any good negative—match it precisely—for top quality in every print. And you can choose freely between soft, normal, and brilliant prints from the same negative—for the exact mood and interpretation you desire. Medalist on direct development yields rich, clear warm blacks—just a hint warmer than the true neutral blacks of Kodabromide Paper. In Kodak Brown Toner, Medalist tones to a beautiful warm brown. In Kodak Selenium Toner, it yields rich, deep browns. In Kodak Blue Toner, it acquires gray-blue tones. Several popular surfaces and printing grades Nos. 1 through 4. And it’s a high-speed paper—with the same effective printing speed for all four contrast grades. Sparkling high-lustre sheen.","Popular Photography, April 1953, page 80",scans/image00080.jpg
13,Kodak,Medalist,J,pmeasured,"Infinite choice...with Kodak Medalist Paper. Choose an ordinary paper, and you’re stuck with a few rigid contrast grades. Maybe they match your negative—and maybe they don’t. But choose Kodak Medalist Paper, with its unique range of contrast control, and you have a continuous choice of grades, from below No. 1 to above No. 4. Simply by adjusting the ratio of exposure and development! Each of Medalist’s four numbered grades can be adjusted up or down—softer or more brilliant—to where the adjoining grades take over. Here, at last, is a modern paper that can be tuned to match any good negative—match it precisely—for top quality in every print. And you can choose freely between soft, normal, and brilliant prints from the same negative—for the exact mood and interpretation you desire. Medalist on direct development yields rich, clear warm blacks—just a hint warmer than the true neutral blacks of Kodabromide Paper. In Kodak Brown Toner, Medalist tones to a beautiful warm brown. In Kodak Selenium Toner, it yields rich, deep browns. In Kodak Blue Toner, it acquires gray-blue tones. Several popular surfaces. And it’s a high-speed paper—with the same effective printing speed for all four contrast grades. In brief, it is the most remarkable photographic paper in many years. If you are seeking a finer medium for your work—if you have not yet discovered what Kodak Medalist Paper can do for you. Sparkling high lustre sheen.","Popular Photography, January 1954, page 62",scans/image00062.jpg
13,Kodak,Medalist,J,pmeasured,sparkling high-luster sheen,"Popular Photography, March 1954, page 81",scans/image00081.jpg
13,Kodak,Medalist,J,pmeasured,"A flexible paper, ready at your will, to be now soft and delicate...now powerful, deep-toned...In Kodak Medalist Paper, you can enjoy a printing medium worthy of your finest camera work. It is a rich, full-scale paper, with powerful blacks, clear sparkling whites, a full range of crisp middle tones. It is a flexible-contrast paper, responsive to manipulation, responsive to toning, ample in speed, dependable in performance, available in a liberal choice of surface types to match the mood and feeling of each scene. And it is a paper the beginner can use without problems, and the expert can explore with growing pleasure over the years. Flexible contrast. Choose Medalist, with its built-in contrast control, and you have a continuous choice of paper grades, from below No. 1 to above No. 4. Simply by adjusting the ratio of exposure and development time ! Each of Medalist’s four numbered grades can be adjusted up or down—softer or more brilliant—to where the adjoining grades take over. With this control, you can precisely match the paper to any good negative—for top quality in every print. And you can choose freely between soft, normal, and brilliant prints from the same negative—for the exact mood and interpretation you desire. Surface-wise, Medalist gives you liberal choice. And as for image tone—by choice of developer and toners, you can range from warm blacks, warm browns and brown-blacks, to deep cool blacks and delicate, atmospheric blue-grays. The speed is right, for convenience in dodging and manipulation—and all four grades are closely related in printing speed. Smooth texture, white stock tint, sparkling high-lustre sheen, superb for snow and water scenes","Popular Photography, April 1954, page 218",scans/image00218.jpg
13,Kodak,Medalist,J,pmeasured,"Big, blue, and glossy...Look at those shadows and reflections. Very delicate. Lose ’em, and you lose the picture. Medalist keeps em—it has the best tone separation of any paper, for my money. High surface sheen keeps both the tonal separation and the punch. You have to go for impact in a salon print—the judges only see it a few seconds. I'd print it just as sharp and crisp as I could—tone it blue","Popular Photography, November 1954, page 90",scans/image00090.jpg
13,Kodak,Medalist,J,pmeasured,"High lustre brings out the shadows. Medalist tones a good grey-blue, slate-blue tone—none of your bright blueprint blues.","Popular Photography, November 1954, page 90",scans/image00090.jpg
14,Gevaert,Gevaluxe,,pmeasured,The incomparable high quality suede fibrous surface making this wide-range projection paper a work of art,"Photography Annual, 1954, page 247",scans/PhotographyAnnual_54_247.jpg
15,Gevaert,Gevatone,,pmeasured,"NEW flexible warm toned projection paper with SPEED-silk, semi-matte brilliant, and matte-surfaces","Photography Annual, 1954, page 247",scans/PhotographyAnnual_54_247.jpg
16,Kodak,Medalist,E,pmeasured,"white, finely-textured","Photography Annual, 1955, page 233",scans/PhotographyAnnual_55_233.jpg
16,Kodak,Medalist,E,pmeasured,"fine-grained texture, lustre sheen...This delicately pebbled, moderate-sheen paper is the most popular of all surfaces for exhibition prints and general enlarging. The fine-grained surface subdues negative grain with no serious loss of detail.","Popular Photography, October 1953, page 93",scans/image00093.jpg
16,Kodak,Medalist,E,pmeasured,"A flexible paper, ready at your will, to be now soft and delicate...now powerful, deep-toned...In Kodak Medalist Paper, you can enjoy a printing medium worthy of your finest camera work. It is a rich, full-scale paper, with powerful blacks, clear sparkling whites, a full range of crisp middle tones. It is a flexible-contrast paper, responsive to manipulation, responsive to toning, ample in speed, dependable in performance, available in a liberal choice of surface types to match the mood and feeling of each scene. And it is a paper the beginner can use without problems, and the expert can explore with growing pleasure over the years. Flexible contrast. Choose Medalist, with its built-in contrast control, and you have a continuous choice of paper grades, from below No. 1 to above No. 4. Simply by adjusting the ratio of exposure and development time ! Each of Medalist’s four numbered grades can be adjusted up or down—softer or more brilliant—to where the adjoining grades take over. With this control, you can precisely match the paper to any good negative—for top quality in every print. And you can choose freely between soft, normal, and brilliant prints from the same negative—for the exact mood and interpretation you desire. Surface-wise, Medalist gives you liberal choice. And as for image tone—by choice of developer and toners, you can range from warm blacks, warm browns and brown-blacks, to deep cool blacks and delicate, atmospheric blue-grays. The speed is right, for convenience in dodging and manipulation—and all four grades are closely related in printing speed. Fine texture.","Popular Photography, April 1954, page 218",scans/image00218.jpg
17,Kodak,Medalist,Y,pmeasured,cream white in a glittering silk-textured finish,"Photography Annual, 1955, page 233",scans/PhotographyAnnual_55_233.jpg
17,Kodak,Medalist,Y,pmeasured,"silk texture, lustre sheen","Popular Photography, October 1953, page 93",scans/image00093.jpg
17,Kodak,Medalist,Y,pmeasured,"cream white stock tint, glittering silk texture","Popular Photography, March 1954, page 81",scans/image00081.jpg
17,Kodak,Medalist,Y,pmeasured,"A flexible paper, ready at your will, to be now soft and delicate...now powerful, deep-toned...In Kodak Medalist Paper, you can enjoy a printing medium worthy of your finest camera work. It is a rich, full-scale paper, with powerful blacks, clear sparkling whites, a full range of crisp middle tones. It is a flexible-contrast paper, responsive to manipulation, responsive to toning, ample in speed, dependable in performance, available in a liberal choice of surface types to match the mood and feeling of each scene. And it is a paper the beginner can use without problems, and the expert can explore with growing pleasure over the years. Flexible contrast. Choose Medalist, with its built-in contrast control, and you have a continuous choice of paper grades, from below No. 1 to above No. 4. Simply by adjusting the ratio of exposure and development time ! Each of Medalist’s four numbered grades can be adjusted up or down—softer or more brilliant—to where the adjoining grades take over. With this control, you can precisely match the paper to any good negative—for top quality in every print. And you can choose freely between soft, normal, and brilliant prints from the same negative—for the exact mood and interpretation you desire. Surface-wise, Medalist gives you liberal choice. And as for image tone—by choice of developer and toners, you can range from warm blacks, warm browns and brown-blacks, to deep cool blacks and delicate, atmospheric blue-grays. The speed is right, for convenience in dodging and manipulation—and all four grades are closely related in printing speed. Cream white stock tint, glittering silk texture","Popular Photography, April 1954, page 218",scans/image00218.jpg
18,Kodak,Panalure,,pmeasured,panchromatic-quality black-and-white enlargements,"Photography Annual, 1959, page 244",scans/PhotographyAnnual_59_244.jpg
19,Ansco,Cykora,,pmeasured,"A perfect picture of warmth! Not in the subject matter, perhaps...but in the wonderful depth and richness of modeling that says to you instantly, “Here is a scene that will print to maximum advantage on wide-latitude Ansco Cykora Paper.” In addition to its other desirable qualities, Cykora is fast, almost as fast as cold-toned bromide papers. Cykora tones beautifully, too, giving you outstanding quality on every possible count. For portraiture, salon work or for any picture that you’ve marked “special” in your mind, use Ansco Cykora, in your choice of contrasts, weights and surfaces. For superior results, develop Cykora in Ansco Ardol Prepared Developer.","Popular Photography, February 1950, page 2",scans/image00002.jpg
19,Ansco,Cykora,,pmeasured,Versatile—because Cykora gives sparkling enlargements of outstanding salon quality. You get sharply defined image tones; pleasing detail over a wide tonal range. Versatile—because it’s a paper with greater resistance to fog and stain. Versatile—because Cykora gives you toned prints of admirable warmth and beauty. Try Cykora in Ansco Direct Sepia Toner. Consider all these advantages and you'll understand why Cykora’s all-around performance is becoming the photographer’s popular standby today!,"Popular Photography, October 1950, page 3",scans/image00003.jpg
19,Ansco,Cykora,,pmeasured,"What makes salon quality? That's a tough question. Seems that everybody has his own idea of just what salon quality is. But if it calls for a paper that can translate the subtle nuances of tone and gradation—give you print performance far beyond expectations—then that paper is Cykora. Performance is everywhere in a Cykora enlargement. In the sparkling highlights . . . in the warm middle tones . . . in the deep, rich, luminous shadows. Everywhere, you'll find the kind of re-production that makes for true exhibition quality. Ansco Cykora comes in evenly spaced contrast grades which greatly simplify your problem of getting the most nearly perfect “match” between negative and paper. See what big strides you’ll make in print quality! For warm tones develop in Ansco Ardol; for cold tones, in Ansco Vividol.","Popular Photography, February 1951, page 4",scans/image00004.jpg
19,Ansco,Cykora,,pmeasured,"This excellent projection paper gives you enlargements that have the warmest image tones consistent, with high speed...for that professional “luxury” look. Going a step farther, Cykora tones beautifully and accepts oils with flattering ease.","Popular Photography, November 1951, page 6",scans/image00006.jpg
19,Ansco,Cykora,,pmeasured,"Don’t think for a minute that you're limiting yourself to a narrow range of print possibilities when you make Ansco Cykora the “standard” paper in your darkroom. Rather, your increased familiarity with Cykora will give you new freedom in getting exactly the qualities you want in your finished prints! That's partly because Cykora comes in a good selection of surfaces, ranging from the textured Kashmir to the popular Cykora Glossy which are all available in evenly spaced contrast grades that match most negatives. Bur most of all, it’s because Cykora’s rich emulsion gives you unusual exposure-development latitude, and is readily responsive to various developers and toners. For example, Cykora yields tones of pleasing warmth when developed in Ansco Ardol, while Vividol developer produces stronger, more neutral blacks. Both of these Ansco developers are laboratory-packaged for your convenience. Remember, the more familiar you become with Ansco Cykora, the happier you'll be with your prints!","Popular Photography, January 1953, page 3",scans/image00003.jpg
19,Ansco,Cykora,,pmeasured,"chlorobromide, enlarging, fast, for portraits and commercial illustration","Popular Photography, May 1953, page 144",scans/image00144.jpg
19,Ansco,Cykora,,pmeasured,"For Richer Warm-Tone Enlargements Choose ANSCO CYKORA PAPER! More and more photographers are discovering how much richness Ansco Cykora Paper can add to their enlargements. That’s because warm-tone Cykora has the unique ability to record subtle separations between a wide range of delicate middle tones, while still retaining plenty of punch and sparkle for shadow and highlight areas. You'll find Cykora in a good choice of surfaces for any kind of subject, and in evenly spaced contrast grades that match practically any negative worth enlarging.","Popular Photography, October 1953, page 3",scans/image00003.jpg
19,Ansco,Cykora,,pmeasured,"You get more than snap and sparkle in snowscapes on Ansco Cykora! Your snow scenes have a richer look in enlargements on Ansco Cykora—for reasons that are easy to understand. Recording the brilliant highlights of sunlit perfection is only part of what Cykora does for your favorite snowscape negatives. In addition, it retains all the subtle gradations of middle tones and shadows that lend substance and richness to your pictures. It is this unique ability to record both the brilliance and the myriad middletones of a scene that makes Cykora the choice of so many successful photographers. You'll find Cykora at your dealer’s in a good selection of surfaces and contrast grades. For tones of pleasing warmth, develop Cykora in Ansco Ardol. For stronger, neutral tones, use Ansco Vividol. Enlarge this winter’s snow scenes on Cykora—and see how much more richly they sparkle!","Popular Photography, December 1953, page 3",scans/image00003.jpg
19,Ansco,Cykora,,pmeasured,"For the beginner...or the old hand, Ansco Cykora...the paper youll never outgrow. Both the beginner and the old hand need the outstanding qualities and characteristics of Cykora enlarging paper. A superior paper like Cykora has clean working properties, a good scale of middle tones and the ability to record detail throughout a full density range. These are just a few reasons why Cykora is a paper that delivers top flight enlargements from every good negative. They explain why Cykora gives an added measure of that important ingredient of every successful picture—outstanding print quality. Cykora is easy to handle. There is little difference in speed between contrast grades—a big time and paper-saving advantage in every darkroom. For rich black tones, develop Cykora in Ansco Ardol; for sparkling blacks, use Ansco Vividol. Get both of these efficient, long-lasting developers—laboratory-packaged for your convenience and protection. Beginner or old hand, try Cykora today. You’ll get better prints!","Popular Photography, March 1954, page 3",scans/image00003.jpg
19,Ansco,Cykora,,pmeasured,"For prints alive with summertime sparkle, enlarge on Ansco Cykora Paper! Enlargements made on Ansco Cykora retain all the beauty and excitement of white sails curving in the wind, the changing moods of sea and summer sky. That’s because of Cykora’s unique ability to record subtle separations between middle tones while still rendering bold highlights and rich shadows. Whatever the subject of your negative, Cykora will put more warmth and brilliance into your enlargements. The good selection of Cykora surfaces allows you to choose the one that’s just right for your subject, and its evenly spaced contrast grades permit outstanding enlargements from any good negative. Another important advantage of Cykora is its unusual exposure-development latitude. You can vary the image tones of Cykora, too. For pleasant neutral black tones, develop in Ansco Ardol. Ansco Vividol gives stronger black image tones. Both developers are laboratory prepared for your convenience.","Popular Photography, May 1954, page 3",scans/image00003.jpg
19,Ansco,Cykora,,pmeasured,"For star performances in the darkroom and in salon competition, you can’t do better than to choose Ansco Cykora Paper. Its high speed keeps exposures conveniently short, even when you're making really big enlargements with relatively slow enlargers. And once you’ve made your exposure, Cykora’s wide latitude goes to work to compensate for any minor exposure errors you may have made. The result is a print of brilliant gradation and warm image tones that’s especially appealing to your eye...and to the jury's, too! Supplied in a choice of contrasts.","Popular Photography, March 1955, page 2",scans/PopularPhotography_Mar55_002.jpg
20,Kodak,Kodabromide,E,pmeasured,"white, fine grained, lustre","Popular Photography, February 1950, page 20",scans/image00020.jpg
20,Kodak,Kodabromide,E,pmeasured,"Most popular of all Kodak enlarging papers for general use. Has the high speed and tonal characteristics of Resisto Rapid—rich blacks and clear sparkling whites—with a wider choice of contrast grades and surfaces. High exposure and development latitude make it easy-to-handle; physically hardened emulsion allows fast handling. White stock tint, fine-grained texture, lustre sheen.","Popular Photography, June 1951, page 100",scans/image00100.jpg
20,Kodak,Kodabromide,E,pmeasured,"fine-grained texture, lustre sheen...This delicately pebbled, moderate-sheen paper is the most popular of all surfaces for exhibition prints and general enlarging. The fine-grained surface subdues negative grain with no serious loss of detail.","Popular Photography, October 1953, page 93",scans/image00093.jpg
21,Kodak,Kodabromide,G,pmeasured,"cream white, fine grained, lustre","Popular Photography, February 1950, page 20",scans/image00020.jpg
21,Kodak,Kodabromide,G,pmeasured,"Most popular of all Kodak enlarging papers for general use. Has the high speed and tonal characteristics of Resisto Rapid—rich blacks and clear sparkling whites—with a wider choice of contrast grades and surfaces. High exposure and development latitude make it easy-to-handle; physically hardened emulsion allows fast handling. Cream white stock tint, fine-grained texture, lustre sheen.","Popular Photography, June 1951, page 100",scans/image00100.jpg
21,Kodak,Kodabromide,G,pmeasured,"fine-grained texture, lustre sheen...This delicately pebbled, moderate-sheen paper is the most popular of all surfaces for exhibition prints and general enlarging. The fine-grained surface subdues negative grain with no serious loss of detail.","Popular Photography, October 1953, page 93",scans/image00093.jpg
22,Kodak,Kodabromide,P,notp,"old ivory, fine grained, lustre","Popular Photography, February 1950, page 20",scans/image00020.jpg
23,Kodak,Platino,,pmeasured,"This high-speed enlarging paper has won wide popularity because of the moderately warm image tone it yields upon development. It comes in Contrasts 1, 2, and 3—for normal and flat negatives—and surface types P (2 and 3 only), F, G, and Y (cream white, silk, lustre). The sparkling, silky texture of this last type enhances some portraits, still-life studies, and snow or water scenes.","Popular Photography, February 1950, page 20",scans/image00020.jpg
23,Kodak,Platino,,pmeasured,warm-tone,"Popular Photography, February 1950, page 24",scans/image00024.jpg
23,Kodak,Platino,,pmeasured,"chlorobromide, enlarging, fast, higher speed printing, full scale","Popular Photography, May 1950, page 140",scans/image00140.jpg
23,Kodak,Platino,,pmeasured,for somewhat warmer blacks and easy handling,"Popular Photography, October 1950, page 85",scans/image00085.jpg
23,Kodak,Platino,,pmeasured,"Kodak Platino Paper is a rich 'warm black' paper, about half as fast as Kodabromide, and about three times as fast as Kodak Opal. It offers a tempting six-point combination of qualities—tonal richness, good working speed, three contrasts to accommodate most negatives, good choice of stock tints and surfaces, ease of manipulation, and adaptability to after-toning for extra warmth. Crisp, sparkling highlights and deep, velvety shadows—product of a thick, silver-rich emulsion. Natural warmth without special development—a true warm black that teams beautifully with cream white and old ivory paper tints. And speed that permits you to expose big 14x17 and 16x20 exhibition prints without counting “thousand-one, thousand-two” all night. Fits Every Subject. What subjects go best on Platino? Any subjects.","Popular Photography, September 1951, page 89",scans/image00089.jpg
23,Kodak,Platino,,pmeasured,For rich warm blacks in a moderate-speed paper. Three printing grades.,"Popular Photography, January 1953, page 73",scans/image00073.jpg
23,Kodak,Platino,,pmeasured,For rich warm blacks in a moderate-speed paper. Three printing grades.,"Popular Photography, March 1953, page 81",scans/image00081.jpg
23,Kodak,Platino,,pmeasured,"chlorobromide, enlarging, fast, higher speed printing, full scale","Popular Photography, May 1953, page 144",scans/image00144.jpg
23,Kodak,Platino,,pmeasured,rich warm blacks in a moderate-speed paper,"Popular Photography, February 1954, page 70",scans/image00070 (2).jpg
23,Kodak,Platino,,pmeasured,"faster than Opal, slightly less warm in tone, comes in three printing grades","Popular Photography, March 1954, page 81",scans/image00081.jpg
23,Kodak,Platino,,pmeasured,for fine enlargements,"Popular Photography, November 1954, page 90",scans/image00090.jpg
24,Kodak,Platino,Y,pmeasured,"cream white, silk, lustre. The sparkling, silky texture of this last type enhances some portraits, still-life studies, and snow or water scenes.","Popular Photography, February 1950, page 20",scans/image00020.jpg
24,Kodak,Platino,Y,pmeasured,"If you need a fine warm-tone paper and Kodak Opal is too slow—by all means choose Platino. Its rich emulsion yields prints of magnificent tonal range and quality; three contrasts accommodate most negatives; and there's a good choice of surfaces. For extra warmth, after-tone it with Kodak Brown Toner to a rich chocolate brown, This paper is gaining wide acceptance. Cream white stock tint, silk texture, lustre sheen.","Popular Photography, June 1951, page 100",scans/image00100.jpg
24,Kodak,Platino,Y,pmeasured,"Kodak Platino Paper is a rich 'warm black' paper, about half as fast as Kodabromide, and about three times as fast as Kodak Opal. It offers a tempting six-point combination of qualities—tonal richness, good working speed, three contrasts to accommodate most negatives, good choice of stock tints and surfaces, ease of manipulation, and adaptability to after-toning for extra warmth. Crisp, sparkling highlights and deep, velvety shadows—product of a thick, silver-rich emulsion. Natural warmth without special development—a true warm black that teams beautifully with cream white and old ivory paper tints. And speed that permits you to expose big 14x17 and 16x20 exhibition prints without counting “thousand-one, thousand-two” all night. Fits Every Subject. What subjects go best on Platino? Any subjects. And for marine scenes, high-key landscapes, and other subjects with delicacy and sparkle—give Platino Y a whirl. Platino Y has a silky, clothlike texture and sheen, on cream white stock.","Popular Photography, September 1951, page 89",scans/image00089.jpg
25,Kodak,Opal,,pmeasured,"This moderate-speed chlorobromide enlarging paper is definitely for the expert—and rich in promise for those who take the pains to master it. It yields a warm image upon development, and is notable for the extreme delicacy of its gradation, and for the clean separation and luminous transparency of the image tones. There is but one contrast for normal negatives—with a choice often tint-texture types, including such luxurious surfaces as suede matte, tapestry, and fine grained high lustre. No other paper offers so wide a range of choice for the discriminating user.","Popular Photography, February 1950, page 20",scans/image00020.jpg
25,Kodak,Opal,,pmeasured,warm-tone,"Popular Photography, February 1950, page 24",scans/image00024.jpg
25,Kodak,Opal,,pmeasured,"chlorobromide, enlarging, normal speed, portraits, exhibition prints, warm tones, full scale, wide variety of surfaces","Popular Photography, May 1950, page 140",scans/image00140.jpg
25,Kodak,Opal,,pmeasured,"choice of the masters, in a stimulating choice of thirteen tint-and-texture combinations","Popular Photography, October 1950, page 85",scans/image00085.jpg
25,Kodak,Opal,,pmeasured,"There’s Kodak Opal Paper—top choice of the meticulous salon worker who knows supreme quality when he sees it, and won't settle for anything less.","Popular Photography, September 1951, page 89",scans/image00089.jpg
25,Kodak,Opal,,pmeasured,salon prints,"Popular Photography, January 1953, page 73",scans/image00073.jpg
25,Kodak,Opal,,pmeasured,For widest choice of tint and surface in a paper of utmost tonal quality and adaptability to toning—brown-black. One printing grade.,"Popular Photography, January 1953, page 73",scans/image00073.jpg
25,Kodak,Opal,,pmeasured,Personal prints for Susan's mother-,"Popular Photography, March 1953, page 82",scans/image00082.jpg
25,Kodak,Opal,,pmeasured,For widest choice of tint and surface in a paper of utmost tonal quality and adaptability to toning—brown-black. One printing grade.,"Popular Photography, March 1953, page 81",scans/image00081.jpg
25,Kodak,Opal,,pmeasured,"chlorobromide, enlarging, normal speed, portraits, exhibition prints, warm tones, full scale, wide variety of surfaces","Popular Photography, May 1953, page 144",scans/image00144.jpg
